,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
First,Middle,Last,Street,City,State,Zip,SSN,,
MAURICIO,,CAMACHO,PO BOX 522,MARYLHURST,OR,97036,666702435,,
JOSH,,CAMPBELL,17716 SE DIVISION,PORTLAND,OR,97236,666160614,,
JACQUILNE,W,CADE,1806 SE 54TH,HILLSBORO,OR,97123,666245063,,
SUSAN,M,DEO,451 DAMONT,KLAMATH FALLS,OR,97601,666382671,,
JENNIFER,,EBERHART,13409 SE MCLOUGHLIN,MILWAUKIE,OR,97222,666406228,,
GUY,,BILLINGS,14290 S MARJORIE,OREGON CITY,OR,97045,666422610,,
GUY,E,BILLINGS,4500 SW NATCHEZ,TUALATIN,OR,97062,666467619,,
VANTHUY,,BUI,585 ALLISON,ASHLAND,OR,97520,666078544,,
BEN,,LARRABEE,10547 SW TIGARD,TIGARD,OR,97223,666081633,,
CHAMAN,L,AGGARWAL,1642 KELLENBECK,GRANTS PASS,OR,97527,666288447,,
RACHEL,C,LEBLEU,13320 SW ALLEN,BEAVERTON,OR,97005,666323323,,
PATRICIA,,INGRAM,5070 WEYERHAEUSER,KLAMATH FALLS,OR,97601,666422977,,
JOSE,,CASTRO,1264 NORTHSHORE,LAKE OSWEGO,OR,97034,666442208,,
ANNE,M,GLYNN,18070 NW CORNELL,BEAVERTON,OR,97006,666460616,,
JERARD,,BELTRAN,4561 E POWELL,GRESHAM,OR,97080,666464400,,
SHIRLEY,J,BAZEMORE,60471 PIMA,BEND,OR,97702,666525531,,
VANESSA,L,BLAKE,265 ALAMEDA,ASTORIA,OR,97103,666507323,,
ROSENDO,R,BUENROSTRO,1336 STONEFIELD N,KEIZER,OR,97303,666665390,,
KIM,S,JAMES,468 N 72ND,SPRINGFIELD,OR,97478,666127255,,
BARBARA,,LEGGETT,763 CAROLINE N,MONMOUTH,OR,97361,666346014,,
PATRICIA,S,BARKLEY,1623 CEDAR,FOREST GROVE,OR,97116,666364759,,
MARGARET,,ANTONINE,775 LRLETA CTNE,KEIZER,OR,97303,666368590,,
SHIRLEY,L,HUBBARD,2323 NW 188TH,HILLSBORO,OR,97124,666386717,,
JOANNE,M,BREAKEY,1 SW BOWERMAN,BEAVERTON,OR,97005,666421679,,
BARBARA,,ANDRUS,781 BUZZ MOUNTAIN,ROSEBURG,OR,97470,666523802,,
WILLIAM,,GRAY,625 SW 10TH,PORTLAND,OR,97205,666601612,,
JOANNA,H,BIRCH,2010 112TH,PORTLAND,OR,97216,666687301,,
COLLEEN,Y,BELL,1035 NW 27TH,CORVALLIS,OR,97330,666162443,,
DONNA,M,BORROW,23900 SE STARK,GRESHAM,OR,97030,666321383,,
J,P,DARLEEN,1007 SW 2ND,DUNDEE,OR,97115,666486024,,
DAROLD,,BOROWAIK,6909 N DENVER,PORTLAND,OR,97217,666542209,,
LUCY,N,MITCHELL,13 ERASMUS,LAKE OSWEGO,OR,97035,666667535,,
DALE,F,MCDANIEL,236 SE 20TH,MILTON FREEWATE,OR,97862,666785666,,
TORDA,L,GRIMSLEY,3862 FRANKLIN,ASTORIA,OR,97103,666209950,,
JERRY,,BELTRAN,9720 SW TUALATIN,TUALATIN,OR,97062,666440150,,
LEROY,,BROWN,1018 HILYARD,EUGENE,OR,97401,666466414,,
KIM,,JAMES,1570 W 24TH,EUGENE,OR,97405,666527616,,
REGIANE,F,DUARTE,2010 SE 112TH,PORTLAND,OR,97216,666629219,,
BRENDEN,C,BAKER,PO BOX 267,BUTTE FALLS,OR,97522,666802484,,
RALPH,,BALDIVIA,12180 SW LANSDOWNE,TIGARD,OR,97223,666225910,,
CARL,H,BRAUN          JR,3925 NW 174TH,BEAVERTON,OR,97006,666363849,,
SUSAN,,BRATSUEEN,11412 HIGHWAY 238,JACKSONVILLE,OR,97530,666405946,,
CARL,H,BRAUN          JR,15080 SW GIBRALTAR,BEAVERTON,OR,97007,666427289,,
JOHN,K,BROWN,1002 NW GRANT,GRANTS PASS,OR,97526,666549588,,
JEANEAN,M,BEACHY,2812 SE ASH,PORTLAND,OR,97214,666600794,,
VIRGINIA,L,BRIDGES,120 GREENRIDGE,LAKE OSWEGO,OR,97035,666686844,,
ANN,C,BOWDLE,38769 SE COUPLAND,ESTACADA,OR,97023,666059985,,
ANN,,CORBISOR,7445 SW FLORENCE,PORTLAND,OR,97223,666181386,,
SUSAN,A,BERNARDO,3203 NE RODNEY,PORTLAND,OR,97212,666389666,,
EUGENE,,GOINS,4040 DOUGLAS,LAKE OSWEGO,OR,97035,666586860,,
ELLA,M,BLAND,4561 E POWELL,GRESHAM,OR,97080,666589194,,
VANTHEY,,BUI,2497 N 16TH,SPRINGFIELD,OR,97477,666663753,,
AVIS,P,MORRIS,17584 OAK MEADOW,LAKE OSWEGO,OR,97034,666281868,,
GEORGE,M,BOUCHEY,1806 SE 54TH,HILLSBORO,OR,97123,666320808,,
MICHAEL,W,BUTCHER,PO BOX 23492,PORTLAND,OR,97281,666447822,,
BARBARA,A,BEDINGFIELD,20595 HIGH WAY 2,OREGON CITY,OR,97045,666484793,,
BARBARA,B,CECIL,449 B,LAKE OSWEGO,OR,97034,666504248,,
CANDY,J,BREMER,942 E 18TH,EUGENE,OR,97403,666543730,,
CAROLE,,BAHMARI,2705 SE FRANKLIN,PORTLAND,OR,97202,666561768,,
LAURA,M,HARRIS,1845 NW 143RD,PORTLAND,OR,97229,666583269,,
ELIZABET,E,BARKSDA,23900 SE STARK,GRESHAM,OR,97030,666603229,,
MARCIA,,IGLESIA,PO BOX 8658,PITTSBURGH,PA,15221,666021858,,
JAMES,,JONES,1913 5TH,NEW BRIGHTON,PA,15066,666023292,,
MARK,S,LUEGERING,211 MARQUIS,PITTSBURGH,PA,15237,666030026,,
THOMAS,G,COSSMAN,3807 RIDGEWOOD,PITTSBURGH,PA,15239,666042318,,
CHRISTINE,M,MOUCH,RR7,EXPORT,PA,15632,666043445,,
JUANITA,,MCCORMICK,WESTGATE,MONESSEN,PA,15062,666113157,,
CONNIE,V,BOSCHE,6324 HOWE,PITTSBURGH,PA,15206,666128973,,
CHRISTA,L,CAMPBELL,5530 LIBRARY,BETHEL PARK,PA,15102,666134700,,
SUSAN,S,DECKERT,672 W 8TH,HOMESTEAD,PA,15120,666162041,,
FRANCINE,R,FONER,65 NATRONA,NATRONA HEIGHTS,PA,15065,666162124,,
RANDOLF,F,BOOTS          SR,379 MEEK,SHARON,PA,16146,666181143,,
JAMES,A,ACREE,23 GREEN,CLAIRTON,PA,15025,666191098,,
EVONE,C,CHATMAN,127 DEER VALLEY,SEWICKLEY,PA,15143,666203002,,
CYNTHIA,,MORALES,2815 E ST LIBERTY,MC KEESPORT,PA,15133,666203428,,
JAEL,A,CASTANEDA,PO BOX 233,BELLE VERNON,PA,15012,666207943,,
CARL,G,BAKER,221 LARUE,CORAOPOLIS,PA,15108,666224003,,
J,G,CARLA,623 MILLERS,PITTSBURGH,PA,15239,666265207,,
ARINITA,M,MOORE,29 29TH,PITTSBURGH,PA,15201,666267216,,
LINDA,A,BUNNING,320 OHIO RIVER,SEWICKLEY,PA,15143,666273141,,
BARBARA,A,BURNS,311 7TH,NEW KENSINGTON,PA,15068,666284107,,
EUGENE,,MCCULLOUGH,5301 ENTERPRISE,BETHEL PARK,PA,15102,666307032,,
ELVIS,,GRIFFITH,2308 SURREY,MC KEESPORT,PA,15135,666322597,,
SHIRLEY,B,BLADES,265 SYGAN,MC DONALD,PA,15057,666343793,,
THOMAS,E,LOWE           JR,1420 CENTRE,PITTSBURGH,PA,15219,666346063,,
GLADYS,S,BUENO,155 CULLEN,GEORGETOWN,PA,15043,666355418,,
PETE,J,GONZALES,1230 W MASTER,PHILADELPHIA,PA,19122,666363505,,
GLORIA,,KERNAGHAN,1316 BARKLEY,MC KEESPORT,PA,15133,666363518,,
DREXEL,H,BRADDY,213 MODERN,CARNEGIE,PA,15106,666365347,,
KATHY,M,BACA,1001 LANE,NATRONA HEIGHTS,PA,15065,666369547,,
RANDALL,W,BOONE          SR,1160 BOWER HILL,PITTSBURGH,PA,15243,666381820,,
SIBIL,M,DOUGLAS,485 MECKLEM,ROCHESTER,PA,15074,666382688,,
JANE,B,HECHT,575 OAKLYNN,PITTSBURGH,PA,15220,666383997,,
AMY,L,KLEIMAN,219 SUGARTOWN,WAYNE,PA,19087,666385512,,
JAMES,E,HIGHTOWER      SR,3906 HARDT,GIBSONIA,PA,15044,666385765,,
SYE,,LUO,202 BRION,CHALFONT,PA,18914,666385816,,
RICHARD,S,BARR,193 GLENWOOD,AMBRIDGE,PA,15003,666385927,,
RAYMOND,I,BENO           III,RR2,ANNVILLE,PA,17003,666393934,,
CHARLENE,S,BEULAH,750 WASHINGTON,PITTSBURGH,PA,15228,666407941,,
SUSAN,A,BRUSCIANELLI,100 OXFORD,MONROEVILLE,PA,15146,666423535,,
JEANNETTE,,ARCIA,5523 ELLSWORTH,PITTSBURGH,PA,15232,666424083,,
FAROUKH,B,BASTANI,140 MCCLELLAN,PITTSBURGH,PA,15236,666424547,,
QUETA,A,CATLIN,194 GREENFIELD,PITTSBURGH,PA,15207,666425310,,
NILDA,T,ESTILER,5208 SUTTON PLACE,WEXFORD,PA,15090,666427697,,
DEBRA,L,BARNETT,53 HIGHLAND,BETHEL PARK,PA,15102,666442088,,
DONNA,R,BENTI,1066 PAULA,ASLIQUIPPA,PA,15001,666442661,,
LEONARD,H,FLAKS,320 CAMP,BRADDOCK,PA,15104,666462151,,
SHARON,E,COLONAGHI,5420 KEEPORT,PITTSBURGH,PA,15236,666463438,,
GREGORY,J,DEWALD,415 LOBINGER AVE,BRADDOCK,PA,15104,666466862,,
GRETCHEN,,CONCEPCION,3173 NILDEN,PITTSBURGH,PA,15234,666486501,,
LOUIS,H,BOPP           II,103 PARKSIDE,WEST MIFFLIN,PA,15122,666487884,,
THOMAS,G,DEVOS,134 W FAIR MEADOWS,CANONSBURG,PA,15317,666506179,,
GERARDO,F,LOPEZ,611 BOQUET,CARNEGIE,PA,15106,666507428,,
VIVIAN,D,HOSKINSSMITH,9843 WISTARIA FL 2,PHILADELPHIA,PA,19115,666509567,,
MOHANNAD,,MIAN,110 SYCAMORE,PITTSBURGH,PA,15235,666521774,,
STEVEN,B,FORSLUND,6 EDWIN MILLER,GLEN MILLS,PA,19342,666528311,,
LEOTA,W,MARTIN,114 PARK,GREENSBURG,PA,15601,666540435,,
KIRSTEN,G,DADDOW,242 HERBST,CORAOPOLIS,PA,15108,666560860,,
KEVIN,L,JOHNSON,203 WOODLAND,GLENSHAW,PA,15116,666565507,,
DONALD,J,BREWER,1345 VICKROY,PITTSBURGH,PA,15219,666566306,,
COLEEN,,MCCRAY,1410 DAGMAR,PITTSBURGH,PA,15216,666569277,,
FAR,G,GHATTAS,PO BOX 101247,PITTSBURGH,PA,15237,666580720,,
ROBERT,,BENBOW,120 BLUE RIDGE,NATRONA,PA,15065,666604807,,
DONNA,M,BURGESS,371 RR2,WEST NEWTON,PA,15089,666609376,,
KENNETH,L,BUSCH,120 CANTERBURY,MC MURRAY,PA,15317,666623902,,
VICKI,L,BOWAS,1244 MARSH,PITTSBURGH,PA,15212,666624962,,
EUGENE,C,BALL,5800 ELLSWORTH,PITTSBURGH,PA,15232,666627109,,
FERAS,A,ALAWWAD,662 DOW,CARNEGIE,PA,15106,666628608,,
RANDALL,S,MASON,PO BOX 927,ALTOONA,PA,16603,666645764,,
KIMBERLY,,JOHNSON,27311 EVERGREEN,IMPERIAL,PA,15126,666648358,,
CORINNA,M,CAVAZOS,7900 LINDBERGH,PHILADELPHIA,PA,19153,666661356,,
LISA,D,LESTER,227 TRAILER,NEW KENSINGTON,PA,15068,666666088,,
JEANNE,,FLICKINGER,509 HAWKINS,BRADDOCK,PA,15104,666669055,,
KATHRYN,V,KEMPEN,4608 2ND,MC KEESPORT,PA,15132,666686917,,
PEGGY,,BARRAS,208 SPRINGFIELD,WASHINGTON,PA,15301,666703625,,
GRETCHEN,,CONCEPCION,50 DUFF,PITTSBURGH,PA,15235,666703643,,
JAMES,R,BOWEN,439 DELAWARE AVE APTS,ROCHESTER,PA,15074,666705409,,
RUTH,M,CRAWFORD,263 EMERSON,PITTSBURGH,PA,15209,666716336,,
MARY,M,CONNELLY,LEE PARK CORPORA,CONSHOHOCKEN,PA,19428,666720140,,
ANGELIKA,M,JONES,PO BOX 292,CHAMPION,PA,15622,666720556,,
STEVE,A,BEIMAS,PO BOX 248,DALLAS,PA,18612,666721362,,
WILLIAM,R,JONES          JR,4247 LOCUST,PHILADELPHIA,PA,19104,666724294,,
GLORIA,M,CHAN,7 ALPINE,WILKES BARRE,PA,18702,666727738,,
AILEEN,,BRAMBLE,804 11 ST 2,CONWAY,PA,15027,666728089,,
PATRICK,H,CATHCART       II,1514 MANSION,PITTSBURGH,PA,15218,666740345,,
LAUDIE,,BEARD,237 CARRICK,PITTSBURGH,PA,15210,666745412,,
RANDOLF,,BOOTS,132 THOMPSON,HADLEY,PA,16130,666746703,,
JACK,B,BRANNEN,PO BOX 546,CORAOPOLIS,PA,15108,666780193,,
MARY,E,BRESSMAN,2214 SPRING,PITTSBURGH,PA,15210,666780896,,
VICTORIA,K,MILLER,2960 WILSON,WASHINGTON,PA,15301,666781271,,
ROSENIA,G,CIPRIANO,180B RR5,QUAKERTOWN,PA,18951,666781540,,
LEMUEL,A,BOWMAN,1408 MAGNOLIA,BETHEL PARK,PA,15102,666781963,,
MARY,,BRADLEY,605 LOCUST,MC KEESPORT,PA,15132,666784091,,
LESTER,,DARNELL,1642 MONK,GLADWYNE,PA,19035,666804971,,
DOROTHY,R,BALDWIN,1269 WASHINGTON,BRIDGEVILLE,PA,15017,666821449,,
CLYDE,D,CUNNINGHAM,6924 LINCOLN E,FAYETTEVILLE,PA,17222,666825731,,
JOSE,G,MURGUIA,826 N EUCLID,PITTSBURGH,PA,15206,666827352,,
UDDIN,K,IMTIAZ,PO BOX 37,CHESWICK,PA,15024,666844197,,
WILLIAM,T,BURTON,1121 ROUP,BRACKENRIDGE,PA,15014,666845157,,
BARBARA,,CEARY,1699 OLD LEECHBURG,NEW KENSINGTON,PA,15068,666861134,,
CINDY,A,BURDIN,17 LOGAN,LYNDORA,PA,16045,666863305,,
JEFFREY,R,BIER,170 WASHINGTON,ETNA,PA,15223,666863826,,
SHIRLEY,A,CAIN,302 TRAILSIDE,SEWICKLEY,PA,15143,666865719,,
EDWARD,N,BROWN,500 CENTER GRANGE,MONACA,PA,15061,666885675,,
JUANITA,,MCCORMICK,25 LENZMAN,AMBRIDGE,PA,15003,666886687,,
JENNIFER,A,BROWN,5093 RR1,LAKE ARIEL,PA,18436,666886697,,
RAYMOND,,MICHAEL,8593 HARVEST MANOR,PITTSBURGH,PA,15237,666887635,,
JANE,F,BOLDT,222 SWATARA,JONESTOWN,PA,17038,666889522,,
JOSEPH,E,BRANSTON       JR,3217 TURNER,NORTH VERSAILLE,PA,15137,666902192,,
JACK,,BALLAGH,2860 WASHINGTON,MC KEESPORT,PA,15133,666924639,,
DOROTHY,R,JENNINGS,233 OLD MILL,STATE COLLEGE,PA,16801,666928955,,
CARLENE,,BISHOP,530 ALEXANDER,MONONGAHELA,PA,15063,666940419,,
LINDA,,BRADEN,415 TIMBER,SEWICKLEY,PA,15143,666940803,,
THOMAS,L,BIHARI,145 GRANT,PITTSBURGH,PA,15209,666941568,,
WILLIAM,,BUZZERD,40 MAPLE,ALIQUIPPA,PA,15001,666941712,,
BOBBY,H,BLISSETT,576 SMITH,BETHEL PARK,PA,15102,666945977,,
FAROUKH,B,BASTANTI,PO BOX 398,WASHINGTON,PA,15301,666963282,,
SHARON,W,BRADLEY,209A RR4,TARENTUM,PA,15084,666963336,,
EULA,E,BENNETT,5636 WILKINS,PITTSBURGH,PA,15217,666021143,,
PATRICIA,A,FREASIER,1642 DAGMAR,PITTSBURGH,PA,15216,666022676,,
JOHN,D,BROWN,116 CONSTITUTION,WEST MIFFLIN,PA,15122,666022912,,
CHARLES,W,HARTGE,102 BELTZHOOVER,PITTSBURGH,PA,15210,666045969,,
JACK,,BARFIELD,350 GRACE,PITTSBURGH,PA,15211,666080512,,
SANDRA,L,BROOKS,400 CONCORD,IMPERIAL,PA,15126,666112702,,
VALSAMMA,,JOSEPH,100 REGAL,MONROEVILLE,PA,15146,666116772,,
CORALYN,,BRETT,522 SOOSE,PITTSBURGH,PA,15209,666119340,,
RONALD,,LONG,3990 5TH,PITTSBURGH,PA,15213,666153885,,
CLARRISA,,BELL,1825 BORLAND,PITTSBURGH,PA,15243,666164864,,
PATTY,A,HUMPHREY,609 CALIFORNIA AVEFLR,PITTSBURGH,PA,15202,666165891,,
NAZIRAN,,HOSEIN,5207 FRONT RIVER,PITTSBURGH,PA,15225,666180384,,
DONNIE,,BOREL          JR,PO BOX 53,CHEYNEY,PA,19319,666207758,,
HARRIET,S,BIGGIO,1310 MCMINN,ALIQUIPPA,PA,15001,666223213,,
DIANE,E,BARABAS,1354 BROADWAY,E MC KEESPORT,PA,15035,666262187,,
CHRISTA,L,CAMPBELL,527 SUNSET,TRAFFORD,PA,15085,666275783,,
CARL,,FERRUCCI,174 CHARLES,HANOVER,PA,17331,666283330,,
CHARLES,,FINEBERG,126 4TH,RANKIN,PA,15104,666306940,,
JESSICA,,LANGSAM,PO BOX 323,NEW KINGSTOWN,PA,17072,666360818,,
SHARON,,MARTINI,4827 CHATSWORTH,PITTSBURGH,PA,15207,666387066,,
LEANN,D,BROWNE,700 5TH,OAKMONT,PA,15139,666405729,,
KATHERYN,L,BROOKS,406 TODD FARM,BELLE VERNON,PA,15012,666406079,,
REATHA,L,BARINA,9 GRADUATE,STATE COLLEGE,PA,16801,666407667,,
KELLIE,J,BLACKWELL,109 MCCLOY,BEAVER FALLS,PA,15010,666408171,,
PATRICIA,J,HUNSICKER,PO BOX 65,SEWICKLEY,PA,15143,666428518,,
ROBERT,E,BORMAN,PO BOX 1378,MONROEVILLE,PA,15146,666429146,,
DEBORAH,,MAYFIELD,PO BOX 968,WASHINGTON,PA,15301,666429553,,
VALSAMMA,T,JOSEPH,840 GEARING,PITTSBURGH,PA,15210,666437220,,
LAUDIE,D,BEARD,255 WOODS,PGH,PA,15202,666445025,,
TRESSA,R,BRYANT,531 ENTERPRISE,BETHEL PARK,PA,15102,666456356,,
DANNY,,DINKINS,719 VICTORIA AVE 1,NEW KENSINGTO,PA,15068,666462062,,
DAVID,T,BENTLEY,1 PPG,PITTSBURGH,PA,15272,666487226,,
NANCY,L,MAHMOUDI,728 MAYVILLE,PITTSBURGH,PA,15226,666488134,,
LORIE,J,APPENZELLAR,511 HAWTHORNE,OAKDALE,PA,15071,666488474,,
BONNIE,,EARL,1612 WEILER,BRADDOCK,PA,15104,666489219,,
TOM,M,HILLA,324 IRIS,PITTSBURGH,PA,15235,666506777,,
MELANIE,A,COUTURE,411 PARKWOOD,CRANBERRY TOWNS,PA,16066,666508094,,
REGINA,M,BALDWIN,W RR433,TARENTUM,PA,15084,666522392,,
JOSEPH,E,GILBERT,5031 WILLIAM FLYNN,GIBSONIA,PA,15044,666541819,,
MARTIN,,ALLEN,1042 COVINGTON,ALLISON PARK,PA,15101,666541881,,
WILLIAM,P,LEWIS,3324 GRACE,HOMESTEAD,PA,15120,666544939,,
ELAINE,F,BROWN,PO BOX 21,LAHASKA,PA,18931,666546059,,
JULIE,R,DOCKINS,555 BEECH,PITTSBURGH,PA,15239,666547628,,
SHARON,E,COLNAGHI,5296 CURRY,PITTSBURGH,PA,15236,666549435,,
MILA,,KAYTSER,218 RR1,LOYSBURG,PA,16659,666560883,,
DENNIS,,BERGHOLZ,431 S GRAHAM,PITTSBURGH,PA,15232,666567712,,
KIMBERLY,,DANIELSKI,246 KENNEDY,PITTSBURGH,PA,15214,666569422,,
HAROLD,,DUPUY,3527 MAPLE,PITTSBURGH,PA,15237,666584080,,
ROBERT,F,JOHNSON,402 GRANT,BELLE VERNON,PA,15012,666589885,,
PATRICIA,F,DOYLE,700 ROYAL,LIBRARY,PA,15129,666602985,,
DEANNA,,LOGAN,219 2ND AVEFLR,CARNEGIE,PA,15106,666605379,,
CHRISTOPHER,D,KOHLER,71 RR2,SAYRE,PA,18840,666607828,,
RONDA,L,HANSEN,12 QUEEN ANNE,SOUDERTON,PA,18964,666620780,,
CHERYL,A,BATES,586 JEFFERSON,ROCHESTER,PA,15074,666621425,,
CATHERIN,A,BUMBRAY,156 GREEN VALLEY,PITTSBURGH,PA,15220,666625018,,
FRANCIS,T,BOYLAN         JR,PO BOX 307,AVELLA,PA,15312,666627589,,
VIRGINIA,H,JONES,319 WAYNE,ELLWOOD CITY,PA,16117,666628101,,
J,B,LORNE,PO BOX 392,DUSHORE,PA,18614,666629006,,
DAWN,L,JANECEK,PO BOX 1153,ALLENTOWN,PA,18104,666645094,,
MICHAEL,J,CIDLETTI,33 CENTRAL,N VERSAILLES,PA,15137,666646785,,
DEBORAH,M,HEILMAN,617D RR4,MONONGAHELA,PA,15063,666664356,,
MARY,A,BOWMANN,3332 WARD,PITTSBURGH,PA,15213,666669776,,
CHARLES,R,BONINI,217 DEWEY,NEW KENSINGTON,PA,15068,666685139,,
CATHERINE,,CORNWELL,1801 SAINT JAMES,WEXFORD,PA,15090,666703152,,
CAMMIE,J,BURDON,PO BOX 24,DALLAS,PA,18612,666704390,,
MORGAN,G,DOLLINGER,500 S 13TH,HARRISBURG,PA,17104,666706429,,
GALDYS,H,BAKER,3 ROSE BANK,BETHEL PARK,PA,15102,666708376,,
JAMIE,A,MCKINNEY,89B RR6,TUNKHANNOCK,PA,18657,666723614,,
KATHLEEN,,MORENO,5495 LIBRARY,BETHEL PARK,PA,15102,666723869,,
JULIANNE,,KULMAN,4544 DOVERDELL,PITTSBURGH,PA,15236,666728303,,
ANITA,,BOHEDSKY,1717 MAIN,BRIDGEVILLE,PA,15017,666729946,,
CARRIE,A,GOODSON,6206 ROSLYN,MC KEESPORT,PA,15135,666761006,,
ADAM,J,BIRD,139 MOUNT BLAINE,CANONSBURG,PA,15317,666763863,,
MARY,F,CHUPPETTA,371 RR136,WEST NEWTON,PA,15089,666781415,,
SHARON,R,HANSEN,217 SAGAMORE,PITTSBURGH,PA,15204,666782689,,
MARK,A,ANDERSON,1024 REBECCA,PITTSBURGH,PA,15221,666804644,,
RICHARD,S,GABBARD,40 LINCOLN,YEADON,PA,19050,666805085,,
TERI,E,CHESNARICH,PO BOX 1093,CANONSBURG,PA,15317,666821300,,
WILLIE,L,BROWN,6935 MEADE,PITTSBURGH,PA,15208,666822769,,
KATHLEEN,A,BORGES,1021 NORTH,BRADDOCK,PA,15104,666824179,,
ANTHONY,,INTEGLIA,633 HILL,DUQUESNE,PA,15110,666827741,,
ELAINE,M,GUENTHNER,422 WILKINSON HALL,CLARION,PA,16214,666828002,,
PHYLISS,C,BETSON         JR,140 N WREN,PITTSBURGH,PA,15243,666828882,,
STEPHANIE,L,BLACKMON,1601 HILLSDALE AVE APTS,PITTSBURGH,PA,15216,666829707,,
DANA,S,DILLOW,14701 CAVITTSVILLE,TRAFFORD,PA,15085,666840452,,
MIKE,,BUSH,100 GAY,PITTSBURGH,PA,15202,666841690,,
CECIL,E,BANKS          SR,402 CLINTON AVENUE,OAKDALE,PA,15071,666845682,,
STEPHANIE,,COLLIER,325 N CRAIG,PITTSBURGH,PA,15213,666847058,,
GARRETT,E,DEAN,1 CONCORD,NATRONA HEIGHTS,PA,15065,666860404,,
JOHN,,BILINSKI,1154 MARGRAY,PITTSBURGH,PA,15207,666864798,,
GARY,C,BENEFIELD,421 WHIGHAM,MC KEESPORT,PA,15132,666868042,,
MICHELLE,M,BOUSCHOR,942 BROGLIE,PITTSBURGH,PA,15236,666886630,,
KATHLEEN,A,MINNIS,5197 WATTERS,NEW KENSINGTON,PA,15068,666888463,,
RITA,,AKMUGAVIN,2801 HASTINGS,LOWER BURRELL,PA,15068,666905786,,
ROUNDER,,MCDUFFIE       II,3725 SUTHERLAND,PITTSBURGH,PA,15213,666907497,,
EDWARD,,CHARLCOUSLER,108 DONALD,SOMERSET,PA,15501,666921445,,
WANDA,M,BURDETTE,215 ELFINWILD,GLENSHAW,PA,15116,666922182,,
STEVE,W,LOWE,1330 ROYAL,LIBRARY,PA,15129,666941066,,
GOOGREY,T,EMBRY,5821 STANTON REAR,PITTSBURGH,PA,15206,666945739,,
JOE,E,HAHN,1437 AMELIA,LIBRARY,PA,15129,666967331,,
BRIAN,,KORONKA,2424 GREENSBURG,NEW KENSINGTON,PA,15068,666967342,,
GINA,L,EAGLE,PO BOX 304,BOBTOWN,PA,15315,666989157,,
GLENN,J,ALDWIN,159A RR1,GRANVILLE,PA,17029,666025527,,
MARY,B,BARKLEY,3713 ORPWOOD,PITTSBURGH,PA,15213,666026563,,
JAMES,W,DAY,772 GREENFIELD,PITTSBURGH,PA,15217,666040027,,
LAURA,N,DEATON,228 OAKVIEW,PITTSBURGH,PA,15218,666060374,,
JAS,M,LUETKEMEYER,2285 RIDGE,LAKE ARIEL,PA,18436,666068267,,
LAURA,,MEIER,PO BOX 3305,MC KEESPORT,PA,15134,666083209,,
MICHAEL,R,BIRRELL,757 BOQUET,MC KEES ROCKS,PA,15136,666119824,,
CATHERINE,,BURNS,709 CARLDON,ALLENTOWN,PA,18103,666140026,,
POLINA,,BACKMAN,431 LORISH,PITTSBURGH,PA,15205,666177738,,
BARBARA,J,BUCHANAN,1123 HIGHFIELD,BETHEL PARK,PA,15102,666195873,,
SHIRLEY,,BROWN,107 FOREST EDGE,SEWICKLEY,PA,15143,666201407,,
CAROLYN,,BOLTON,528 MILLTOWN,NEW KENSINGTON,PA,15068,666240650,,
PETE,J,GONZALES       JR,7950 HENRY,PHILADELPHIA,PA,19128,666262075,,
JAYNE,M,BENDER,306 HOODRIDGE,PITTSBURGH,PA,15234,666267374,,
MARY,J,MELDRUM,275 S BRYN MAWR,BRYN MAWR,PA,19010,666268504,,
JAY,E,BLANKE,113 DONAHUE,PITTSBURGH,PA,15236,666285302,,
JAYNE,M,BENDER,721 KEWANNA,PITTSBURGH,PA,15234,666287607,,
CHARLIE,J,BUSH,40 E MAIN,RAILROAD,PA,17355,666309491,,
DORI,L,MAYER,2937 ELSITON,ALLISON PARK,PA,15101,666309831,,
MARCIA,,BANKERER,1040 FRANKLIN,MC KEESPORT,PA,15132,666309854,,
JULIE,A,FARRELL,2662 STRATHMORE,BETHEL PARK,PA,15102,666326830,,
GWENDOLYN,,BUTLER,16 WOODROW,ELLWOOD CITY,PA,16117,666341168,,
RUPHINE,,BEATON,500 SCHOOLEY,EXETER,PA,18643,666362612,,
CHARMANE,,MORRIS,2979 GLENMORE,PITTSBURGH,PA,15216,666383548,,
SIDNEY,J,BODINE,520 MACFARLANDW,PGH,PA,15235,666387381,,
PATRICK,,CATHCART,3286 ZION,BELLEFONTE,PA,16823,666388784,,
LINDSEY,,BAKER,148 NEW MOON,OAKDALE,PA,15071,666402179,,
ADDIS,N,BARDEN,1105 ALPEN STRASSE,LATROBE,PA,15650,666404330,,
FLOYD,S,HALL,1009 MAPLEWOOD LOT 303,CANONSBURG,PA,15317,666407169,,
JENNIFER,,MCCANN,3783 CHURCHVIEW AVENUE,PITTSBURGH,PA,15236,666421179,,
WOODROW,W,JACKSON,105 S 6TH,WEST NEWTON,PA,15089,666422361,,
TAMMY,J,MILBRATH,PO BOX 797,EAST STROUDSBUR,PA,18301,666428741,,
TOI,L,MOOTY,1120 CHATHAM PARK,PITTSBURGH,PA,15216,666440517,,
ELIZABETH,,BARROW,9843 WISTARIA,PHILADELPHIA,PA,19115,666444929,,
RICHARD,M,CHIRAFISI,635 ALLISON,WASHINGTON,PA,15301,666446284,,
